reaction_id,minimum,maximum
GOFUCR,0,0
GP4GH,0,0
GPDDA1,0,0
GPDDA1pp,0,0
GPDDA2,0.000143525,-0.000143525
GPDDA2pp,0,-2.87051E-05
GPDDA3,0,0
GPDDA3pp,0,0
GPDDA4,1.02518E-05,-5.74E-05
GPDDA4pp,3.58813E-05,-3.59E-05
GPDDA5,0,0
GPDDA5pp,0,0
GRTT,0.000452399,0.000452399
GRXR,0,0.118264
GSNK,0,-3.58813E-05
GSNt2pp,0,0
GSNtex,0,0
GSPMDA,0,-3.58813E-05
GSPMDS,0,-3.58813E-05
GTHOXtex,0,0
GTHOr,0,0.118264
GTHPi,0,-3.71186E-06
GTHRDHpp,0,-1.59473E-05
GTHRDabc2pp,0,-1.79407E-05
GTHRDabcpp,0,-1.79407E-05
GTHRDtex,2.92909E-06,0.00E+00
GTHS,0.000106531,9.05839E-05
GTPCI,0.000426124,0.000426124
GTPCII2,0.000213062,0.000213062
GTPDPDP,0,-3.58813E-05
GTPDPK,0,-3.58813E-05
GTPHs,0,-1.19604E-05
GTPtex,0,0
GUACYC,0,-3.58813E-05
GUAD,0,-1.79407E-05
GUAPRT,0,-3.58813E-05
GUAt2pp,0,-0.000143525
GUAtex,2.51799E-06,0.00E+00
GUAtpp,0.000143525,0
GUI1,0,0
GUI2,0,0
GUR1PPpp,0,0
H2O2tex,0,0
H2Otex,2.41634,2.41565
H2Otpp,2.4067,2.40594
H2SO,0,-1.53777E-06
H2St1pp,0,-1.30478E-05
H2Stex,1.30478E-05,0.00E+00
H2tex,0,0
H2tpp,0,0
HACD1,0.149624,0.149542
HACD2,0.149624,0.149542
HACD3,0.149624,0.14961
HACD4,0.149627,0.149608
HACD5,0.149637,0.149608
HACD6,0.130179,0.130142
HACD7,0.126321,0.126249
HACD8,0.0232534,0.0232295
HADPCOADH3,0,0
HBZOPT,0.000106531,0.000106531
HCINNMt2rpp,0,0
HCINNMtex,0,0
HCO3E,0.223346,0.223203
HCYSMT,0,-7.05862E-06
HCYSMT2,0,0
HDCAtexi,0,0
HDCEAtexi,0,0
HEMEOS,0.000106531,0.000106531
HEPK1,0.00389388,0.0038935
HEPK2,0.00389388,0.0038935
HEPT1,0.00389388,0.0038935
HEPT2,0.00389388,0.0038935
HEPT3,0.00389388,0.0038935
HEPT4,0.00389388,0.0038935
HETZK,0,0
HEX1,0,-0.000143525
HEX4,0,-3.58813E-05
HEX7,0,-0.000143525
HEXt2rpp,3.58813E-05,0.00E+00
HG2abcpp,0,0
HG2t3pp,0,0
HG2tex,0,0
HISTD,0.0439768,0.0439732
HISTP,0.0439768,0.0439732
HISTRS,0,0
HISabcpp,0,-4.78418E-05
HISt2rpp,4.78418E-05,0.00E+00
HIStex,3.64895E-06,0.00E+00
HKNDDH,0,0
HKNTDH,0,0
HMBS,0.000319593,0.000318864
HMPK1,0,0
HOMt2pp,0,-1.10404E-05
HOMtex,1.10404E-05,0.00E+00
HOPNTAL,0,0
HPPK2,0.000426124,0.000426124
HPPPNDO,0,0
HPPPNt2rpp,0,0
HPPPNtex,0,0
HPYRI,-1000,0
HPYRRx,0,1000
HPYRRy,0,-7.17627E-05
HSDy,-0.327278,-0.327298
HSK,0.252627,0.252606
HSST,0.0746716,0.0746674
HSTPT,0.0439768,0.0439732
HXAND,3.58813E-05,-3.59E-05
HXAtex,3.58813E-05,0.00E+00
HXCT,0,-3.58813E-05
HXPRT,0,-3.58813E-05
HYD1pp,0,0
HYD2pp,0,0
HYD3pp,0,0
HYPOE,0,-3.58813E-05
HYXNtex,3.12012E-06,0.00E+00
HYXNtpp,3.12012E-06,0.00E+00
Htex,-51.115,-51.1163
I2FE2SR,7.27181E-05,2.69E-07
I2FE2SS,0.000166298,0.000076595
I2FE2SS2,0.000155789,0.000119907
I2FE2ST,4.73466E-05,1.15E-05
I4FE4SR,0.000155789,0.000119907
I4FE4ST,0.000155789,0.000119907
ICDHyr,0.519826,0.519813
ICHORS,-999.999,0.000528845
ICHORSi,0,1000
ICHORT,0.000319593,0.000315783
ICL,0,-1.24805E-05
ICYSDS,0.000914935,0.000843172
IDOND,7.17627E-05,-2.27E-05
IDOND2,0,-7.17627E-05
IDONt2rpp,2.26619E-05,0.00E+00
IDONtex,2.26619E-05,0.00E+00
IG3PS,0.0439768,0.0439732
IGPDH,0.0439768,0.0439732
IGPS,0.0263863,0.0263824
ILETA,-0.134857,-0.134865
ILETRS,0,0
ILEabcpp,0,-4.78418E-05
ILEt2rpp,4.78418E-05,0.00E+00
ILEtex,7.97363E-06,0.00E+00
IMPC,-0.251726,-0.25173
IMPD,0.113042,0.112992
IMPtex,0,0
INDOLEt2pp,0,1000
INDOLEt2rpp,3.87906E-06,1.00E+03
INDOLEtex,3.87906E-06,0.00E+00
INOSTt4pp,0,0
INSH,0,-3.58813E-05
INSK,0,-3.58813E-05
INSTtex,0,0
INSt2pp,0,1000
INSt2rpp,-1000,0
INStex,2.50335E-06,0.00E+00
IPDDI,-0.00271296,0.000452399
IPDPS,0,0.00316536
IPMD,0.209135,0.209123
IPPMIa,-0.209123,-0.209135
IPPMIb,-0.209123,-0.209135
IPPS,0.209135,0.209123
ISETACabcpp,0,0
ISETACtex,0,0
K2L4Aabcpp,0,-8.12407E-07
K2L4Aabctex,0,-8.12407E-07
KARA1,-0.405815,-0.405839
KARA2,0.134865,0.134857
KAS14,0,-1.02518E-05
KAS15,0,-1.02518E-05
KDOCT2,0.0116816,0.01168
KDOPP,0.0116816,0.01168
KDOPS,0.0116816,0.01168
KG6PDC,0,0
Kabcpp,0,-4.78418E-05
Kt2pp,0.0887553,0.0886357
Kt3pp,0,-7.17627E-05
Ktex,0.0887075,0.0887074
L_DASH_LACD2,0,-2.87051E-05
L_DASH_LACD3,0,-2.87051E-05
L_DASH_LACt2rpp,3.58813E-05,-2.87E-05
L_DASH_LACtex,3.58813E-05,-2.87E-05
LA4NTpp,0,-3.60013E-07
LACZ,0,0
LACZpp,0,0
LADGMDH,0,-1.79407E-05
LALADGLUtex,0,0
LALADGLUtpp,0,0
LALALGLUtex,0,0
LALALGLUtpp,0,0
LALDO2x,7.17627E-05,-2.87E-05
LALDO3,0,-7.17627E-05
LALGP,0,-1.79407E-05
LCADi,0,-3.58813E-05
LCARR,7.17627E-05,-2.87E-05
LCARS,0,-7.17627E-05
LCTSt3ipp,0,-7.17627E-05
LCTStex,7.55396E-06,0.00E+00
LCTStpp,0,-7.17627E-05
LDH_D,0.000143525,-4.78418E-05
LDH_D2,0,-2.39209E-05
LEUTAi,0.209135,0.209123
LEUTRS,0,0
LEUabcpp,0,-4.78418E-05
LEUt2rpp,4.78418E-05,0.00E+00
LEUtex,1.19604E-05,0.00E+00
LGTHL,0,-4.78418E-05
LIPACabcpp,0,-7.37288E-07
LIPAHT2ex,0,0
LIPAHTex,0,0
LIPAMPL,0,0
LIPATPT,0,0
LIPAabcpp,0,-7.44941E-07
LIPAabctex,0,-7.44941E-07
LIPOCT,3.58813E-05,1.43E-06
LIPOS,1.43315E-06,1.43E-06
LIPOt2pp,0,0
LIPOtex,0,0
LPADSS,0.00389388,0.00389307
LPLIPAL1A120pp,0,-3.58813E-05
LPLIPAL1A140pp,0,-3.58813E-05
LPLIPAL1A141pp,0,-7.17627E-05
LPLIPAL1A160pp,0,-1.19604E-05
LPLIPAL1A161pp,4.78418E-05,-1.20E-05
LPLIPAL1A180pp,0,-3.58813E-05
LPLIPAL1A181pp,0,-1.19604E-05
LPLIPAL1E120pp,0,-7.17627E-05
LPLIPAL1E140pp,0,-2.87051E-05
LPLIPAL1E141pp,0,-3.58813E-05
LPLIPAL1E160pp,0,-1.43525E-05
LPLIPAL1E161pp,0,-1.30478E-05
LPLIPAL1E180pp,4.78418E-05,-1.44E-04
LPLIPAL1E181pp,0,-7.17627E-06
LPLIPAL1G120pp,4.78418E-05,-3.59E-05
LPLIPAL1G140pp,0,-3.58813E-05
LPLIPAL1G141pp,3.58813E-05,-3.59E-05
LPLIPAL1G160pp,0,-8.97033E-06
LPLIPAL1G161pp,0,-8.97033E-06
LPLIPAL1G180pp,7.17627E-05,-4.78E-05
LPLIPAL1G181pp,0,-8.97033E-06
LPLIPAL2A120,0,-0.000143525
LPLIPAL2A140,3.58813E-05,-7.18E-05
LPLIPAL2A141,0,-7.17627E-05
LPLIPAL2A160,0,-1.79407E-05
LPLIPAL2A161,0,-1.79407E-05
LPLIPAL2A180,0,-3.18945E-05
LPLIPAL2A181,0,-1.79407E-05
LPLIPAL2ATE120,0,0
LPLIPAL2ATE140,0,0
LPLIPAL2ATE141,0,0
LPLIPAL2ATE160,0,0
LPLIPAL2ATE161,0,0
LPLIPAL2ATE180,0,0
LPLIPAL2ATE181,0,0
LPLIPAL2ATG120,0,0
LPLIPAL2ATG140,0,0
LPLIPAL2ATG141,0,0
LPLIPAL2ATG160,0,0
LPLIPAL2ATG161,0,0
LPLIPAL2ATG180,0,0
LPLIPAL2ATG181,0,0
LPLIPAL2E120,0,-2.39209E-05
LPLIPAL2E140,7.17627E-05,-2.39E-05
LPLIPAL2E141,3.58813E-05,-7.18E-05
LPLIPAL2E160,0,-9.56835E-06
LPLIPAL2E161,0,-9.56835E-06
LPLIPAL2E180,0,-9.56835E-05
LPLIPAL2E181,0,-9.56835E-06
LPLIPAL2G120,0,-4.78418E-05
LPLIPAL2G140,1.19604E-05,-4.78E-05
LPLIPAL2G141,3.58813E-05,-7.18E-05
LPLIPAL2G160,0,-1.19604E-05
LPLIPAL2G161,0,-1.19604E-05
LPLIPAL2G180,0,-5.74101E-05
LPLIPAL2G181,0,-1.19604E-05
LSERDHr,0,-2.39209E-05
LYSDC,0,-7.97363E-06
LYSTRS,0,0
LYSabcpp,0,-4.78418E-05
LYSt2pp,0,-7.17627E-05
LYSt3pp,0,-7.17627E-05
LYStex,7.97363E-06,0.00E+00
LYXI,0,0
LYXt2pp,0,0
LYXtex,0,0
M1PD,0,0
MACPD,0,-3.58813E-05
MALCOAMT,9.55436E-07,2.69E-07
MALDDH,0,0
MALDt2_2pp,0,0
MALDtex,0,0
MALS,0,-9.56835E-05
MALTATr,0,0
MALTHXabcpp,0,0
MALTHXtexi,0,0
MALTPTabcpp,0,0
MALTPTtexi,0,0
MALTTRabcpp,0,0
MALTTRtexi,0,0
MALTTTRabcpp,0,0
MALTTTRtexi,0,0
MALTabcpp,0,0
MALTptspp,0,0
MALTtexi,0,0
MALt2_2pp,0.000143525,-4.78418E-05
MALt2_3pp,0,-0.000143525
MALt3pp,0,-4.78418E-05
MALtex,2.87051E-05,0.00E+00
MAN1PT2,0,-3.58813E-05
MAN6PI,0,0
MAN6Pt6_2pp,0,0
MAN6Ptex,0,0
MANAO,0,0
MANGLYCptspp,0,0
MANGLYCtex,0,0
MANPGH,0,0
MANptspp,0,0
MANtex,0,0
MCITD,0,-1.79407E-05
MCITL2,0,-1.79407E-05
MCITS,0,-1.79407E-05
MCOATA,0.0155774,0.0155057
MCPST,0,0
MCTP1App,0.00298731,0.00539046
MCTP1Bpp,0.000786056,0.000640667
MCTP2App,0.000321504,0.000249742
MDDCP1pp,0.00274613,0.00513733
MDDCP2pp,0.000321504,0.000249742
MDDCP3pp,0,0.00253472
MDDCP4pp,0,0.00253472
MDDCP5pp,0,-7.17627E-05
MDDEP1pp,0,0.00253472
MDDEP2pp,0,-7.17627E-05
MDDEP3pp,0,0.00253472
MDDEP4pp,0,-7.17627E-05
MDH,0.331278,0.331218
MDH2,0,-2.39209E-05
MDH3,0,-2.39209E-05
ME1,0,-3.58813E-05
ME2,0,-7.17627E-05
MECDPDH5,0.00316536,0.00316536
MECDPS,0.00316536,0.00316536
MELIBt2pp,0,-7.17627E-05
MELIBt3ipp,0,-7.17627E-05
MELIBtex,7.55396E-06,0.00E+00
MEOHtex,-2.68712E-07,-9.55E-07
MEOHtrpp,-2.68712E-07,-9.55E-07
MEPCT,0.00316536,0.00316536
METAT,0.00450584,0.00447893
METDabcpp,0,0
METDtex,0,0
METOX1s,0,-3.71186E-06
METOX2s,0,-3.71186E-06
METS,0.0753118,0.075304
METSOX1abcpp,0,0
METSOX1tex,0,0
METSOX2abcpp,0,0
METSOX2tex,0,0
METSOXR1,0,-3.71186E-06
METSOXR2,0,-3.71186E-06
METTRS,0,0
METabcpp,0,0
METtex,0,0
MG2t3_2pp,0.00401437,0.0039426
MG2tex,0.00394261,0.0039426
MG2tpp,0,-7.17627E-05
MG2uabcpp,0,-2.39209E-05
MGSA,4.78418E-05,-2.87E-05
MI1PP,0,0
MICITDr,0,-1.79407E-05
MINCYCtex,0,-0.000143525
MINCYCtpp,0,-0.000143525
MINOHPtexi,0,0
MLDCP1App,0.000289019,0.000217257
MLDCP1Bpp,0,-3.58813E-05
MLDCP2App,0,-7.17627E-05
MLDCP2Bpp,3.87906E-06,-7.18E-05
MLDCP3App,0.000714293,0.000638652
MLDEP1pp,0.000714293,0.000638652
MLDEP2pp,0,-7.17627E-05
MLTG1,4.78418E-06,0.00E+00
MLTG2,3.58813E-06,-3.59E-05
MLTG3,0,-3.58813E-05
MLTG4,0,-3.58813E-05
MLTG5,0,-3.58813E-05
MLTGY1pp,0,-3.58813E-05
MLTGY2pp,0,-1.86397E-06
MLTGY3pp,0,-1.84007E-06
MLTGY4pp,0,-7.17627E-05
MLTP1,4.78418E-05,0.00E+00
MLTP2,4.78418E-05,0.00E+00
MLTP3,4.78418E-05,0.00E+00
MMCD,0,-1.79407E-05
MMETt2pp,0,0
MMETtex,0,0
MMM,0,-1.79407E-05
MN2t3pp,0,-0.000143525
MN2tpp,0.000457864,0.000170813
MN6PP,0,-3.58813E-05
MNLptspp,0,0
MNLtex,0,0
MNNH,0,0
MNt2pp,0,-0.000143525
MNtex,0.000314338,0.000314338
MOADSUx,0.000235037,0.00977342
MOAT,0.00389388,0.00389307
MOAT2,0.00389388,0.00389307
MOAT3C,0.00389388,0.0038935
MOBDabcpp,6.54474E-05,2.08E-02
MOBDtex,6.54474E-05,1.07E-02
MOCDS,3.34403E-06,3.34E-06
MOCOS,6.21033E-05,8.81E-02
MOGDS,3.34403E-06,3.34E-06
MOHMT,0.000275166,0.000275165
MOX,-0.00112349,-0.00111742
MPTAT,0.000117519,0.000117519
MPTG,0.00642626,0.0064244
MPTG2,0.000321504,0.000249742
MPTS,0.000117519,0.000117519
MPTSS,0.000235037,0.00977342
MSAR,0,-2.40545E-06
MSO3abcpp,0,0
MSO3tex,0,0
MTAN,0.00322173,0.00321972
MTHFC,0.404722,0.404644
MTHFD,0.404722,0.404644
MTHFR2,0.0754183,0.0754105
MTHTHFSs,0.000640142,0.000633083
MTRPOX,0,0
N2Otex,0,0
N2Otpp,0,0
NACODA,0,-3.58813E-05
NACtex,0,0
NACtpp,0,0
NADDP,0,-3.58813E-05
NADH10,0,-2.39209E-05
NADH16pp,0,-4.78418E-05
NADH17pp,0,-4.78418E-05
NADH18pp,5.74101E-05,-4.78E-05
NADH5,0,-2.39209E-05
NADH9,0,-4.78418E-05
NADK,0.00021354,0.000177659
NADN,0,-8.97033E-06
NADPHQR2,0,-1.79407E-05
NADPHQR3,0,-1.79407E-05
NADPHQR4,0,-2.87051E-05
NADPPPS,0,-3.58813E-05
NADS1,0.00108872,0.00105284
NADTRHD,0,-7.17627E-05
NAMNPP,0,-1.19604E-05
NAt3_1p5pp,0,-0.000143525
NAt3_2pp,0,-0.000143525
NAt3pp,0,1000
NAtex,0,0
NDPK1,-999.63,1000
NDPK2,0.202879,0.202305
NDPK3,0.0783904,0.078199
NDPK4,0.0157437,0.0157078
NDPK5,3.58813E-05,-1.44E-04
NDPK6,0,-0.000143525
NDPK7,3.58813E-05,-1.44E-04
NDPK8,3.58813E-05,-1.44E-04
NH4tex,5.0191,5.01895
NH4tpp,5.01914,5.01895
NHFRBO,0,0
NI2abcpp,0,-3.58813E-05
NI2t3pp,0,-0.000143525
NI2tex,0.000146659,0.000146659
NI2tpp,0.000182541,3.13411E-06
NI2uabcpp,0,-3.58813E-05
NMNAT,0,-3.58813E-05
NMNDA,0,-3.58813E-05
NMNN,3.58813E-05,-1.20E-05
NMNPtpp,0,0
NMNt7pp,0,0
NMNtex,0,0
NNAM,0,-1.19604E-05
NNATr,0.00108872,0.00105284
NNDMBRT,0,0
NNDPR,0.00108872,0.00108872
NO2t2rpp,0,0
NO2tex,0,0
NO3R1bpp,0,0
NO3R1pp,0,0
NO3R2bpp,0,0
NO3R2pp,0,0
NO3t7pp,0,0
NO3tex,0,0
NODOx,0,0
NODOy,0,0
NOVBCNtex,0,-0.000143525
NOVBCNtpp,0,-0.000143525
NOtex,0,0
NOtpp,0,0
NTD1,0,-3.58813E-05
NTD10,0,-3.58813E-05
NTD10pp,0,0
NTD11,0,-3.58813E-05
NTD11pp,0,0
NTD12,0,-1.02518E-05
NTD12pp,0,0
NTD1pp,0,0
NTD2,0,-3.58813E-05
NTD2pp,0,0
NTD3,0,-1.79407E-05
NTD3pp,0,0
NTD4,0,-3.58813E-05
NTD4pp,0,0
NTD5,0,-3.58813E-05
NTD5pp,0,0
NTD6,0,-3.58813E-05
NTD6pp,0,0
NTD7,0,-3.58813E-05
NTD7pp,0,0
NTD8,0,-3.58813E-05
NTD8pp,0,0
NTD9,0,-3.58813E-05
NTD9pp,0,0
NTP1,0,-3.58813E-05
NTP10,0,-3.58813E-05
NTP11,0,0
NTP12,0,0
NTP3,0,-3.58813E-05
NTP3pp,0,0
NTP5,0,-3.58813E-05
NTPP1,0,-3.58813E-05
NTPP10,0,-1.02518E-05
NTPP11,0,-1.19604E-05
NTPP2,0,-3.58813E-05
NTPP3,0,-3.58813E-05
NTPP4,0,-3.58813E-05
NTPP5,0,-3.58813E-05
NTPP6,0,-3.58813E-05
NTPP7,0,-3.58813E-05
NTPP8,0,-3.58813E-05
NTPP9,0,-1.43525E-05
NTPTP1,0,-3.58813E-05
NTPTP2,0,-3.58813E-05
NTRIR2x,0,0
NTRIR3pp,0,0
NTRIR4pp,0,0
O16A4COLIPAabctex,0,0
O16A4Lpp,0,0
O16AP1pp,0,0
O16AP2pp,0,0
O16AP3pp,0,0
O16AT,0,0
O16AUNDtpp,0,0
O16GALFT,0,0
O16GLCT1,0,0
O16GLCT2,0,0
O2Stex,0,0
O2tex,0,0
O2tpp,3.52931E-06,0.00E+00
OAADC,0,-3.58813E-05
OBTFL,0,-6.24023E-06
OCBT,0.137306,0.137294
OCDCAtexi,0,0
OCDCEAtexi,0,0
OCTAtex,0,0
OCTDPS,0.000319593,0.000319593
OCTNLL,0,-3.44482E-05
OGMEACPD,9.55436E-07,2.69E-07
OGMEACPR,9.55436E-07,2.69E-07
OGMEACPS,9.55436E-07,2.69E-07
OHPBAT,0.000106531,0.000106531
OHPHM,0.000106531,0.000106531
OMBZLM,0.000106531,0.000106531
OMCDC,0.209135,0.209123
OMMBLHX,0,-1.38895E-05
OMMBLHX3,0.000120421,0.000106531
OMPDC,0.153025,0.153019
OMPHHX,0,-1.38895E-05
OMPHHX3,0.000120421,0.000106531
OP4ENH,0,0
OPHBDC,0.000106531,0.000106531
OPHHX,0,-1.38895E-05
OPHHX3,0.000120421,0.000106531
OPMEACPD,9.55436E-07,2.69E-07
OPMEACPR,9.55436E-07,2.69E-07
OPMEACPS,9.55436E-07,2.69E-07
ORNDC,0.0191274,0.0191074
ORNabcpp,0,-4.78418E-05
ORNtex,7.55396E-06,0.00E+00
OROTt2_2pp,0,0
OROTtex,0,0
ORPT,-0.153019,-0.153025
OXAMTC,0,-5.74101E-05
OXCDC,0,0
OXCOAHDH,0,0
OXDHCOAT,0,0
P5CD,0,-2.39209E-05
P5CR,0.102614,0.102542
PA120abcpp,3.58813E-05,-1.59E-05
PA140abcpp,0,-1.59473E-05
PA141abcpp,0.000287051,-1.59473E-05
PA160abcpp,0,-1.59473E-05
PA161abcpp,2.05036E-05,-1.59E-05
PA180abcpp,4.78418E-05,-1.44E-04
PA181abcpp,0,-1.59473E-05
PACALDt2rpp,0,0
PACALDtex,0,0
PACCOAE,0,0
PACCOAL,0,0
PANTS,0.000275166,0.000275165
PAPA120,2.87051E-05,-3.59E-05
PAPA120pp,0,-1.59473E-05
PAPA140,2.87051E-05,-3.59E-05
PAPA140pp,0,-1.59473E-05
PAPA141,2.87051E-05,-3.59E-05
PAPA141pp,0,-1.79407E-05
PAPA160,0,-3.58813E-05
PAPA160pp,0,-1.59473E-05
PAPA161,0,-3.58813E-05
PAPA161pp,1.79407E-05,-1.59E-05
PAPA180,0,-3.58813E-05
PAPA180pp,1.79407E-05,-3.59E-05
PAPA181,0,-3.58813E-05
PAPA181pp,0,-3.58813E-05
PAPPT3,0.013174,0.0131703
PAPSR,0,0.118395
PAPSR2,0,0.118395
PDE1,0,-3.58813E-05
PDE4,0,-3.58813E-05
PDH,0,-0.000143525
PDX5PO2,0,0.000106531
PDX5POi,0,0.000106531
PDX5PS,0.000106531,0.000300568
PDXPP,0,-3.58813E-05
PE120abcpp,0,-1.19604E-05
PE140abcpp,0,-4.78418E-05
PE141abcpp,0,-0.000143525
PE160abcpp,0.0151905,0.0151785
PE161abcpp,0.0118149,0.011803
PE180abcpp,4.78418E-05,-9.57E-05
PE181abcpp,0.00608947,0.00606555
PEAMNOpp,0,0
PEAMNtex,0,0
PERD,0.000106531,0.000106531
PETNT161pp,0,-6.71725E-07
PETNT181pp,0,-6.71725E-07
PFK,0,17.9934
PFK_2,0,0
PFK_3,0,17.9934
PFL,31.6202,31.6194
PG120abcpp,0.000143525,-1.19604E-05
PG140abcpp,0.000143525,-2.05036E-05
PG141abcpp,0.000143525,-4.78418E-05
PG160abcpp,0.00529333,0.0051293
PG161abcpp,0.00414919,0.0039937
PG180abcpp,0.000143525,-2.39209E-05
PG181abcpp,0.00220774,0.00204372
PGAMT,-0.0341284,-0.0341358
PGCD,0.757283,0.757183
PGI,18.407,18.4068
PGK,-35.6687,-35.669
PGL,0,-8.61152E-05
PGLYCP,0,0
PGM,-34.9114,-34.9118
PGMT,-0.0930809,-0.0931287
PGP120abcpp,0,-0.000143525
PGP140abcpp,0,-0.000143525
PGP141abcpp,0,-0.000143525
PGP160abcpp,0,-0.000143525
PGP161abcpp,0,-0.000143525
PGP180abcpp,0,-0.000143525
PGP181abcpp,0,-0.000143525
PGPP120,2.87051E-05,-1.20E-05
PGPP120pp,0,-0.000143525
PGPP140,0,-4.78418E-05
PGPP140pp,0,-0.000143525
PGPP141,0.000143525,-4.78418E-05
PGPP141pp,0,-0.000143525
PGPP160,0.00801966,0.00785563
PGPP160pp,0,-0.000143525
PGPP161,0.00626978,0.0061143
PGPP161pp,0,-0.000143525
PGPP180,0.000287051,-4.78418E-05
PGPP180pp,0,-0.000143525
PGPP181,0.00330076,0.00313673
PGPP181pp,0,-0.000143525
PGSA120,0,-4.78418E-05
PGSA140,0,-1.19604E-05
PGSA141,0,-4.78418E-05
PGSA160,0.00787614,0.00786418
PGSA161,0.00612626,0.00610575
PGSA180,0,-4.78418E-05
PGSA181,0.00315724,0.00314528
PHEMEabcpp,0,-7.2979E-07
PHEMEtiex,0,-7.2979E-07
PHETA1,-0.0859938,-0.0859988
PHETRS,0,0
PHEt2rpp,5.0067E-06,0.00E+00
PHEtex,5.0067E-06,0.00E+00
PHYTSpp,0,0
PIt2rpp,0.442985,0.442794
PItex,0.442937,0.442794
PIuabcpp,0,-4.78418E-05
PLIPA1A120pp,0,-7.17627E-05
PLIPA1A140pp,0,-7.17627E-05
PLIPA1A141pp,0,-7.17627E-05
PLIPA1A160pp,0,-1.79407E-05
PLIPA1A161pp,0,-1.79407E-05
PLIPA1A180pp,0,-5.74101E-05
PLIPA1A181pp,0,-1.79407E-05
PLIPA1E120pp,0,-2.39209E-05
PLIPA1E140pp,0.000143525,-4.78418E-05
PLIPA1E141pp,0,-7.17627E-05
PLIPA1E160pp,0,-1.19604E-05
PLIPA1E161pp,0,-1.19604E-05
PLIPA1E180pp,0,-7.17627E-05
PLIPA1E181pp,0,-1.19604E-05
PLIPA1G120pp,0,-1.19604E-05
PLIPA1G140pp,0,-1.19604E-05
PLIPA1G141pp,0,-1.19604E-05
PLIPA1G160pp,0,-1.19604E-05
PLIPA1G161pp,0,-3.58813E-05
PLIPA1G180pp,0,-3.58813E-05
PLIPA1G181pp,0,-1.19604E-05
PLIPA2A120pp,0,-3.58813E-05
PLIPA2A140pp,0,-3.58813E-05
PLIPA2A141pp,0,-7.17627E-05
PLIPA2A160pp,3.58813E-05,-1.20E-05
PLIPA2A161pp,3.58813E-05,-1.20E-05
PLIPA2A180pp,0,-7.17627E-05
PLIPA2A181pp,0,-1.19604E-05
PLIPA2E120pp,2.87051E-05,-2.87E-05
PLIPA2E140pp,7.17627E-05,-2.87E-05
PLIPA2E141pp,0,-3.58813E-05
PLIPA2E160pp,0,-1.30478E-05
PLIPA2E161pp,0,-7.17627E-06
PLIPA2E180pp,4.78418E-05,-1.44E-04
PLIPA2E181pp,0,-1.30478E-05
PLIPA2G120pp,0,-3.58813E-05
PLIPA2G140pp,0,-3.58813E-05
PLIPA2G141pp,0,-4.78418E-05
PLIPA2G160pp,0,-5.1259E-06
PLIPA2G161pp,0,-8.97033E-06
PLIPA2G180pp,3.58813E-05,-4.78E-05
PLIPA2G181pp,0,-8.97033E-06
PMANM,3.58813E-05,-3.59E-05
PMDPHT,0.000213062,0.000213062
PMEACPE,9.55436E-07,2.69E-07
PMPK,0.000106531,7.06498E-05
PNTK,0.000275166,0.000275165
PNTOt4pp,0,0
PNTOtex,0,0
POAACR,0,-2.40545E-06
POR5,0.0514791,0.050905
POX,0,-1.30478E-05
PPA,0,-3.58813E-05
PPA2,0,-3.58813E-05
PPAKr,0,1000
PPALtex,0,0
PPALtpp,0,0
PPAt4pp,0,0
PPAtex,0,0
PPBNGS,0.00127837,0.00127545
PPC,1.55153,1.55137
PPCDC,0.000275166,0.000275165
PPCK,0,-3.58813E-05
PPCSCT,0,1000
PPGPPDP,0,-3.58813E-05
PPK2r,-7.06498E-05,-1.42E-04
PPKr,-1000,-1.71362
PPM,-1000,-3.58813E-05
PPM2,0,-0.000430576
PPNCL2,0.000275166,0.000275165
PPND,0.064116,0.0641113
PPNDH,0.0859988,0.0859938
PPPGO,0,-3.87906E-06
PPPGO3,0.000216941,0.000212332
PPPNDO,0,0
PPPNt2rpp,0,0
PPPNtex,0,0
PPS,0,-3.58813E-05
PPTHpp,0,0
PPTtex,0,0
PRAGSr,0.201803,0.207856
PRAIS,0.207859,0.207856
PRAIi,0.0263863,0.0263824
PRAMPC,0.0439768,0.0439732
PRASCSi,0.202,0.20775
PRATPP,0.0439768,0.0439732
PRFGS,0.207859,0.207856
PRMICI,0.0439768,0.0439732
PROD2,0,-7.17627E-05
PROGLYabcpp,0,0
PROGLYtex,0,0
PROTRS,0,0
PROabcpp,0,-4.78418E-05
PROt2rpp,-1000,0
PROt4pp,0,1000
PROtex,9.56835E-06,0.00E+00
PRPPS,-999.57,0.436698
PSCLYSt2pp,0,0
PSCLYStex,0,0
PSCVT,0.177673,0.177668
PSD120,7.17627E-05,-2.39E-05
PSD140,0.000143525,-2.39209E-05
PSD141,0.000143525,-2.39209E-05
PSD160,0.0210979,0.0210884
PSD161,0.0164096,0.0164
PSD180,5.74101E-05,-2.39E-05
PSD181,0.00845752,0.00844795
PSERT,0.757232,0.757183
PSERtex,0,0
PSP_L,0.757232,0.757183
PSP_Lpp,0,0
PSSA120,0.000143525,-2.39209E-05
PSSA140,0,-2.39209E-05
PSSA141,0,-2.39209E-05
PSSA160,0.0210979,0.0210884
PSSA161,0.0164096,0.0164
PSSA180,0.000143525,-2.05036E-05
PSSA181,0.00845752,0.00844795
PTA2,0,1000
PTAr,14.7176,1000
PTHRpp,0,0
PTPATi,0.000275166,0.000275165
